news_site_title	search_newspaper
"Reportagem: homem mata mulher e suposto amante com quem costumavam andar na ""lavoura"""	publico
PJ detém filho adoptivo da médica que foi assassinada em Coimbra	publico
Homem mata a mulher com sete facadas e entrega-se à polícia	publico
Homem mata mulher e filha à facada em Braga	publico
